id,saleprice
2658,138125.6449936066
2718,150128.02272745545
2414,208303.89227548716
1989,104246.75815038745
625,163473.1284532499
333,100857.40802414084
1327,106400.7979233662
858,148121.59614717116
95,187171.04662860624
1568,170297.346491068
2482,148122.77471380844
1364,123431.02732227484
2584,141862.015637842
818,335065.58089575026
2673,151178.98913095263
2089,120259.66968652775
1297,134250.3398288195
790,112448.94465375446
2616,189108.9153062804
720,174484.3472539842
222,155302.57161940858
557,128316.41149932057
1148,183609.66374466577
2766,162828.358544355
534,183356.3495358883
1452,126393.98228562744
630,111899.65621871424
2648,110629.95563967666
125,167290.1326371144
1904,77921.1440307446
1670,110651.53704791755
756,94401.48422624358
717,168084.05964579733
1032,148856.6471006746
852,196466.88749412875
1731,184325.1258571826
2639,116307.90809328457
2071,98794.93508258286
1267,117196.43044111224
1851,188200.25605149425
567,157808.25811661396
2439,203457.4203693214
1898,146454.9659728473
647,149851.2549133769
2256,203623.18696851432
979,104133.79333820604
1444,217355.09336394598
2485,119423.6908987611
157,131640.12136199672
88,123615.89460376593
2003,101138.90281088452
186,195619.86169972457
1425,232097.30451190574
2695,115382.15868796053
738,93428.54261923634
395,169690.8578681223
1353,168754.7612048849
1878,129648.27169771504
390,163596.02298259336
1456,232904.0669413146
1103,302882.543769814
1387,120238.00580039466
2070,144354.22044750387
1199,176968.16776737943
2479,166154.94789466227
501,295278.118549274
2362,92054.64662200854
1718,190254.26171636384
2188,75571.4204596556
1483,148240.6008867307
2557,89308.13467130034
437,392539.43360122875
2224,183915.56431536263
1628,171399.8821724862
397,141269.5132565228
587,182893.12925194838
2182,850748.8753798663
971,125377.11615210238
2611,133750.09677322712
1887,111502.51766092418
2399,365292.0124363391
2148,192940.4154909108
304,108396.02347819366
1997,122439.42782997712
2817,102758.20411016079
1431,202503.0348213341
427,327793.657990104
263,131072.7428886045
598,157706.0065218388
2895,217327.0580431187
687,155090.68581480643
1822,139050.11317265633
2191,97485.02072986847
179,130494.62369651442
1009,210758.382552579
2010,123501.59224072483
1991,128681.95613766873
1411,145031.42059960085
1721,225640.59931691707
1144,188004.17434605435
593,232042.13547266074
575,322588.355942132
1249,163117.204231052
1604,128100.66695713828
1064,556073.32639408
1923,150424.97129289355
1988,114415.0115233781
2325,169279.99862839433
114,195919.642327454
2700,175903.64696144246
217,123694.01519188975
343,172406.49137207333
386,233065.58067973706
2005,111139.04559686838
2908,132972.8800926115
1814,232347.76502496965
2446,590708.3330715491
208,134785.6658028775
1679,112459.75147658431
822,327550.33347806695
6,193465.55790396777
1781,395527.9535518373
2397,280825.4908650431
2340,313350.4354860466
1618,177814.04783817142
2843,122533.71107004063
1061,387607.5749383229
2786,126581.9681303573
1935,137000.53575808794
1341,120259.86609054514
521,258998.47925624053
2136,131688.4515044279
996,213585.6109738919
227,139227.73465942388
135,187160.72265687917
1167,177295.6996139951
294,229436.891099112
1776,211061.6515201816
540,166900.91522555682
1717,192552.21392672864
2303,138484.54896323796
116,189410.51262486813
127,127755.51044713469
1371,123850.39290992949
1014,132971.14817313143
1507,103497.68888685368
702,124245.05286895654
750,137042.82983371368
261,156525.5699824633
1559,82824.29224774938
577,200534.72511456473
2812,193255.31581109736
2080,138975.3162220621
1368,108341.9605726194
2376,122932.96713053944
659,112326.31906028785
1235,137438.34573331586
332,82204.91446241201
1917,147094.5189347471
2094,242492.59270176932
1460,246489.74287344876
1471,210405.06326608776
1509,114309.37200243886
1922,131417.2487159693
433,599470.3373497332
460,253290.95879281336
1116,241479.4772770505
1137,170823.33969725147
53,161349.17280468103
2354,270900.20467719896
1475,188614.6458589037
1761,780539.828056876
842,144142.82529776197
2739,144056.1994013964
2509,164074.1076845847
1007,197527.74656003524
2610,173166.75259316203
1952,97221.42155452374
2719,151602.3854671101
2921,94319.75358700257
1966,141474.4360667529
292,103705.09361241688
1204,185533.15672681248
1829,268071.1014899799
2419,184134.32982488978
391,150710.75474729596
798,109019.99182797388
481,201045.94032955932
193,179123.0607420929
555,121657.59024604394
899,69698.09578763049
2357,180860.51918952938
328,128872.28834997304
1356,124346.0691254351
1154,108937.72740197757
1730,176128.5823046935
2249,154419.99898911122
1119,274116.0029792467
2856,125968.38313311814
1394,127398.67348751647
2587,120166.7952842661
61,309983.71455841773
2661,161535.78542311434
2711,136760.8129863757
1147,173554.2003817897
757,118374.0661333491
2623,103669.94192166685
2378,143533.70224838235
1413,143615.8877649864
1722,212302.1306700126
1112,217286.79448712055
1623,199483.10273521772
1201,180295.74029860305
1513,110689.78723179971
957,435254.7999684136
1171,264202.8175029757
1145,187743.40254896053
2726,226288.15660765025
703,164340.76122382094
760,87440.48586267601
1964,152558.5983643122
2512,184619.42982036318
159,141781.35138667593
1281,163686.84644604777
468,176022.0845186012
290,128425.40560163154
665,107265.89531472609
1463,252177.61075568726
1792,225225.3185003917
923,138076.71077719404
500,248887.17227178838
1408,164640.03858928688
331,88679.9329847415
170,103925.98662984712
2192,92887.03433435832
2571,263764.56684478046
2314,173957.6767865836
2647,99002.69957281342
422,482003.5202079796
2457,364789.6110967253
1838,195418.227238412
2805,238745.0475548896
1645,162988.35506370873
1711,305872.1077499689
2825,226130.2235571517
322,337683.9592800048
2103,238932.60590303858
342,118079.6439012044
600,129041.8031137886
488,187332.91950918038
1725,296059.7964183643
2246,277984.1853112969
2847,140014.71360841332
806,233873.50584928066
530,228816.27727166135
963,183719.07396861672
2678,88395.4852567327
171,86100.21879977638
2401,466972.98726206785
805,218040.95869502242
2259,210574.50986733413
1748,187406.74793558955
1361,133533.4777614621
1677,115422.77507547665
1406,127336.34196662351
2322,240457.49992706595
688,148719.47723665158
143,140791.53976992605
804,205105.09554476434
1214,178494.8951348151
2828,143249.01826910683
1999,164827.57011047498
2467,198444.0694482639
2665,154092.90551642494
1538,409947.52767317445
398,121653.92132258923
2822,122898.3618349797
2157,135271.14016122336
1856,193984.52944434373
1269,98044.34572809211
2570,109279.91375505188
2320,238024.54842489067
1517,146074.70080963042
2304,119050.39529517466
1312,97368.1709701413
2012,126422.54193113482
506,238627.1319077493
2865,229147.43952490055
2367,107085.70358003792
554,93025.43342931243
238,125305.13893509797
1954,121430.91013983119
2488,137463.37115608482
2291,84879.1371281919
1969,115924.11758951252
2725,146629.53675072626
1482,140379.35836211385
2763,184538.46737933808
503,243146.12444194796
1584,236394.48438689526
1531,134864.65048992733
2210,175388.0238963225
459,327621.08430073404
556,130704.47288382691
1347,124529.73811915005
1290,82079.44509890745
1388,93454.34392390914
1571,286412.4666577755
2754,189440.37323933025
765,141119.6028489241
2494,126660.08419037898
2870,235349.96988050226
7,214521.7679809501
1114,253645.36786263555
2418,268415.3852425424
291,132765.71400561449
18,301494.78350299876
39,376952.2296574607
1001,244206.74778746642
2442,223475.01887597228
616,109559.76489778166
2680,78582.55930306582
1414,119979.54409181395
289,143325.47546477232
40,248235.22357922717
860,119890.26236186293
409,137435.89996352154
673,152111.13519415996
2427,172923.90869597928
2036,212096.878967101
2564,131126.20951652143
642,137273.40476154877
1008,184632.61665046576
1908,130674.77360394895
2519,201372.17049521135
1369,105787.51267865447
2855,169502.38998506812
712,103762.97286455352
1943,105012.43532160716
1958,123363.05433259252
107,161414.8939454356
2295,189934.41563306973
704,92164.82595093746
676,131833.58220242138
259,177380.58589252696
93,291517.75169097754
106,248520.87277737178
2315,181928.20614109363
1050,110606.3607918942
1095,205368.6399980472
2709,136093.99436607127
758,114635.28733464672
1496,157645.99401006452
2370,128933.61202511145
2458,278114.4624660236
2733,113579.58177876513
161,226940.55633319763
726,138525.12477269754
845,200162.8376474716
947,246095.8786881081
2232,116197.36107330948
2563,163658.84754049004
2299,118212.98061586333
211,84766.84475091712
605,151598.6918145054
1478,197422.8029236352
2247,272641.6886367723
2274,180859.7942705122
2869,200957.94144824814
967,206076.5018872365
2656,120691.46247041773
667,187497.5354223103
1042,114201.19609637222
2023,149078.6183234221
2447,408028.04681643046
2055,131937.06876121773
2275,296468.1319173589
2204,176309.71907911813
1563,278239.80758959474
483,212811.91633727757
796,118403.97461893101
1526,162633.84776275503
2042,112257.74572871019
442,351325.49834757694
1693,338109.4960094217
1468,218452.95169082424
1430,186266.20140441903
2605,123042.67830560291
1529,234034.64474817246
335,142707.28801852232
1287,128409.50867396995
31,101352.28573516275
1785,284360.15626069455
82,165856.03808563662
2620,116301.58562084119
252,187405.59412606785
721,68810.54668099008
2165,177109.9689468527
2316,192487.25521950255
775,130671.69779431359
1558,88675.25869024162
17,212840.73516763852
1022,201756.88262481082
925,127916.50985549015
438,269084.11635690014
1270,136856.56430516593
1272,124707.13097986179
215,137457.51049444336
266,236055.4270599759
2402,286199.57301877195
1250,135719.88470620566
1984,107572.15469249003
1279,138856.09589441732
377,266137.77254977264
1252,111158.76708607121
2156,256940.14322841336
499,315288.52034035185
1374,120599.42490206561
2898,239790.54289300606
401,115567.49906056379
2721,145899.33571670685
2078,219103.50307010597
2589,122026.73670470115
1946,182204.64853725914
1334,128120.02417089448
2781,207508.4590945324
431,409757.99037947005
576,194871.35013715745
1474,207208.6092589228
2254,144136.78530019353
2155,275917.1184144568
885,97939.39850819364
643,145749.5646255312
1944,126024.29534340213
480,191772.4822586872
2845,95214.86863879932
2387,315519.1191197275
2407,199184.47258756153
2527,158225.51150174384
2514,157202.059795637
629,138546.56401876258
80,217930.62052851394
1876,132400.72750351403
1546,131355.9808809927
2518,167258.5722267972
2347,164126.24469190039
783,235682.11448337833
1322,56626.75615860449
194,96171.4786515001
1770,279910.62015491165
2143,134049.86009910065
1229,204239.2376569345
511,279836.2878060746
46,219710.00949055084
1348,150846.5079430704
2465,196573.49365149596
387,232858.29827658497
873,207128.7798165915
1918,127137.11939269482
2764,236398.76338727726
2184,125198.91015517621
934,143337.30220975756
1920,132968.74342735417
2631,140247.77136116035
1768,851132.5628070816
2040,115154.2954909976
1749,210521.62906840944
834,232457.2643393824
1457,224951.71329639133
79,123026.30457303145
2302,136864.27458162533
1817,147952.58916598192
2755,212439.09543109481
359,182110.49574671529
2059,110591.71564914951
2092,233654.29234474973
2516,225637.90184456142
150,124001.56245012685
1656,115718.35809157962
83,97753.5469438868
2411,177072.42922228228
795,76962.87699821792
2312,224595.03823112967
2917,108490.62840109438
1624,178853.58057472188
2215,356378.9707795545
1211,152918.460573083
1485,147964.5203706917
1024,166192.44095638458
570,180396.23562029225
2874,131597.6084972112
700,107922.40358823548
2756,197098.38755428148
2022,171131.60115606114
583,232393.2637895448
2392,399970.12628331955
2424,169989.61811098078
212,98832.47146696341
736,136020.64246961146
1610,143061.32620601845
890,110549.18626322286
467,173758.6633304947
578,219385.84073263945
1747,194672.92009918115
1149,148907.08126884582
2758,239318.900848912
857,148380.13302309517
2219,300594.0568540149
733,112541.41753991783
2909,119753.78863416595
1798,255141.7358236515
235,102897.24259664133
2366,120449.2003280191
1027,134317.0166950124
1195,139672.20221781416
1303,65082.78978400489
148,166768.5972836679
608,150178.01997889098
2515,190775.29828833998
821,282269.84179502504
2500,257817.6155277064
745,102979.17258652732
741,121443.95231779997
1611,94596.91653244718
2532,120957.47112351989
1081,218855.22345937014
1692,473135.5876382988
2520,176252.82276054443
276,102788.43434348135
1992,129302.77319244744
663,70246.51971161962
418,131693.13797728886
1733,202781.61998557922
2359,150598.82686074247
253,179223.126756723
1518,177605.1084742582
2035,124882.63473424893
2919,87056.25197651591
1540,285379.49462134886
2120,141994.50615283306
1674,161162.65354947202
256,158097.14751755446
2361,101935.9882605541
978,85574.4597479439
2280,141617.97310255602
2095,210472.27884572156
1709,337773.29938068957
2801,256781.7427483748
1246,115597.55105631547
2373,108950.6909163348
1055,283316.9110916657
2017,116316.42542238327
1099,245852.57156324724
1344,91127.23183879037
835,174732.0312565011
1117,214325.34460651365
2043,92824.36485756471
2085,116642.41640755661
410,147614.48714636607
2650,121756.16489294168
2867,181432.7050431011
1668,115590.98709958969
1161,167484.04162057134
2122,168397.225594131
2539,149114.2496950737
1047,140282.70385027566
1445,131846.58771680688
541,129789.87264197745
569,199316.4688842619
1276,125190.86552025414
918,164464.25170690854
326,161746.73163861327
1936,139094.78941353265
895,95996.1235163013
257,145349.31556105608
1241,175868.0412805768
1545,130500.95806677213
1189,168465.1875614269
270,135771.30768239484
2066,152620.43816073684
693,104921.88463289027
1259,126603.62176251221
2916,143394.22891032384
2321,281217.34464572684
1977,106380.23302053119
1895,138993.97374789073
1240,158770.70514688146
85,145643.23551534422
1823,120764.47936955866
825,285276.12251325225
110,225039.67032556827
697,118595.60087578729
2297,116789.0665580639
1231,137486.41371006597
1355,127776.35314854921
968,322679.71208684397
584,218499.49403769182
1315,117733.1540311559
1606,160116.14226309332
206,106592.50942001594
1685,374067.11309416365
2016,126123.19289301908
869,199705.6910194782
2135,116533.3621448652
2346,179347.3079038469
2430,215528.35966417385
2198,104638.50796107702
2652,120526.4593111473
27,115916.99191559477
241,157010.51146756616
906,115187.13669328821
1506,113442.580542116
2098,388368.61639734503
1435,223430.7885401952
2213,124490.09831173599
1274,139077.8809056551
743,56023.202807389694
1737,187248.18177708276
2797,273978.93145034916
2185,73354.66825078808
58,178505.91406983684
830,193350.85292517475
808,118821.56885707099
680,131129.04765336108
1153,114167.08246550214
1291,123547.9023701676
1818,146541.42596913516
2161,184370.65871377513
1883,117075.41478140886
350,352575.65866808867
2473,144152.15060992143
295,176504.4801333186
293,176722.00531466378
859,133738.14481176063
288,70314.98429985147
1578,148960.0768387111
102,171237.49654583083
2831,141155.31707860107
1030,159961.91792437204
2551,146496.29353597216
1286,137308.79229369652
958,331015.7682862888
776,136541.46201921898
72,220812.31292431706
2263,253715.59963707844
1866,155382.15523680093
2876,82551.16480774798
2146,245078.19000821907
103,183729.76672287736
1500,139951.70019297468
492,187809.12687834716
167,142887.02143020355
2597,119278.27176241323
2685,103282.28540534798
1035,167967.3888654409
1220,83611.11332237381
2602,153365.75697146423
2159,206610.99433944924
695,129657.88928899594
1109,258096.36908549536
640,171091.09287720872
1652,153393.9182718565
2090,172111.2450663972
1188,169914.0872586416
2345,253772.85649509385
1059,473898.028742519
2751,221858.79087852003
128,196472.35506953945
1523,180450.14126451226
2925,167565.855192286
2145,284070.56299619086
1121,215516.2854948191
566,272367.80743920326
565,250905.19646163518
1331,130035.14509376381
2928,119552.71546349378
156,144163.6751045268
797,114766.85972059755
327,95678.74084213376
2859,138425.24942477065
1453,120248.55308612654
1762,343628.5341136556
1868,200632.96034948045
1760,179892.98073196335
1113,242249.0974959644
1812,181075.60024969283
117,158498.21261980588
1142,204948.3332453623
2342,414352.5659312073
927,159628.83562993698
2478,182218.1961219652
655,86803.81642718145
2064,131533.4557357379
369,250212.82088431626
2239,109744.30361329847
2732,207915.8532452292
1653,160725.68380007587
959,213850.08637809794
2395,365081.4374302585
1412,104988.55018514744
271,241156.9294023221
1484,140021.48251710407
1497,138074.925667355
552,175171.6686786319
2,118478.39622858986
1855,272519.4423923594
4,269791.86018603574
2292,158291.01784606828
134,134589.81908886574
646,109108.98600034534
42,302887.8484672232
532,223037.72512874487
713,85593.30576309584
2561,124777.2782761713
2360,126793.03517795586
1333,120890.29285519486
1407,205133.33333169026
2892,291935.56312507286
574,218392.71800651413
1227,170578.98284710827
2591,205647.03355385075
1476,204923.92971891977
1125,247054.6342777538
1446,144737.20240652538
408,124009.8050562086
1101,288566.3568620849
2251,173379.20898868705
373,177973.90512549787
2554,134503.38717410908
2382,254657.97799621997
1985,85479.58167652409
519,232701.29897481497
1093,196242.52840771805
864,243494.44602831738
2889,145932.65819439772
2308,163810.586811461
986,153531.2998964612
1302,133996.59080112333
585,159354.65321513513
2708,156166.92707579987
147,123164.63102143147
1441,216692.25470793838
383,190210.683221405
285,129647.20542816035
181,105458.62202422608
358,196676.2979076349
780,145619.51361431114
258,197208.67843259696
1865,220328.12536951076
692,127297.88229660918
2902,335760.1359156239
508,244526.95169019754
2638,134265.80441045656
36,145968.03404019558
611,168800.9148048637
2281,137282.6359216994
1678,120032.98615650384
1696,508901.5689716154
1557,100705.1450657943
2180,155718.06994763637
1726,213778.30059853508
951,147966.76947637287
267,215598.8000506208
2706,127072.9123015955
2221,255717.50129097802
1357,149396.40991370913
2901,307484.13988561934
347,185158.10866107687
2164,189541.51636980887
1586,317854.7900060574
360,159498.4630437986
1769,245391.07338527596
2617,147211.62099285764
1879,128793.24333227091
991,238743.21268125836
1535,122110.10512769749
1191,144390.995584315
1579,205995.9778977519
1882,150577.85319088437
1510,119516.07736498301
2196,155605.10434932334
1845,168943.67339751997
2336,410201.4313432962
942,96406.0121375847
861,134783.7416867454
2555,121282.79597218912
1392,144819.1109022156
2099,238397.0500287194
1543,129323.17230887097
948,263718.2151946871
1239,164848.6912971296
22,198018.60327280825
2796,227868.35797568542
2747,174246.01955662612
92,285651.286893932
210,153546.16795827236
1858,205886.72049324666
2228,159094.55415568865
447,216956.2203203652
827,230306.88853709988
1649,202139.59938984178
682,133942.808959494
2698,110607.59524873795
494,185921.26058454314
214,78537.84879227994
2441,246147.89938798087
2679,101491.30909208384
1336,118438.02055732765
465,184471.48453231537
1524,144820.87827787083
2543,118335.61562573114
631,138898.11466121138
2452,316705.8976809101
228,153766.5533961639
126,163176.70534938373
1092,232701.35867200352
1122,203888.39591950105
932,203221.75587325633
1980,76660.00300616732
2171,108565.91627997985
551,172162.25375975965
2768,168190.99171356068
2056,110175.97562686374
1159,369852.790264956
2645,107532.85444108747
1174,182438.77532840837
2266,198114.1556357001
2462,452798.16934368154
1219,144260.75758066788
2922,175162.24874372003
118,137250.67862916063
474,165830.24315742133
2576,138956.03126458725
872,287569.10164591466
1077,211069.08246357762
1536,144436.08430977614
1150,125266.19646152954
2341,321941.9944569471
1931,157512.06160405165
2785,134189.7986767131
2538,125679.55973538588
597,199936.60835067506
464,194451.66237061916
233,232940.39111161765
2169,125042.18352509126
2123,180280.9348008229
1867,158174.6552410498
137,241255.7824348073
515,248163.63964502254
933,125430.45793056018
2784,164878.00515997043
972,159318.54259922824
599,164937.6707311737
2614,128873.3961887228
2582,141972.52219221112
1409,148930.06977470245
175,93573.78089644694
352,232609.61839667652
976,110602.03635911254
2134,188960.10037083595
984,116040.8293826858
2396,409036.07516731665
1673,142783.48682526793
404,117047.578539528
607,152904.37963887485
814,147835.9737160195
868,190554.2651662994
2271,181139.01357403025
1633,216022.4233119399
337,155913.41901910267
2765,155871.2280602827
1746,233357.58550440837
368,302286.9364263643
2806,203244.06906344122
1662,198981.94554317082
1234,200978.38685789012
1373,124814.39855493144
1672,118386.90890158292
1939,123701.77550430137
